timestamp,x,y,z,yaw,yawspeed,vx,vy,vz,acc_x,acc_y,acc_z,jerk_x,jerk_y,jerk_z,thrust[0],thrust[1],thrust[2]
32720000,nan,nan,nan,0.00547102,-0.0,-9.99985,-0.05471,-1.17333,0.0,0.0,0.0,0.0,0.0,0.0,-0.391252,-0.00270743,-0.391262
32820000,nan,nan,nan,0.00547102,-0.0,-9.99985,-0.05471,-1.17333,0.0,0.0,0.0,0.0,0.0,0.0,-0.43713,-0.0031359,-0.437142
32916000,nan,nan,nan,0.00547102,-0.0,-9.99985,-0.05471,-0.933334,0.0,0.0,0.0,0.0,0.0,0.0,-0.324096,-0.00243621,-0.324105
33012000,nan,nan,nan,0.00547102,0.0,-9.99985,-0.05471,-0.393334,0.0,0.0,0.0,0.0,0.0,0.0,-0.185907,-0.00138431,-0.185912
33108000,nan,nan,nan,0.00547102,0.0,-9.99985,-0.05471,-0.286667,0.0,0.0,0.0,0.0,0.0,0.0,-0.364037,-0.00263389,-0.364047
33224000,nan,nan,-0.818672,0.00547102,0.0,-9.99985,-0.05471,0.00772673,0.0,0.0,0.0,0.0,0.0,0.0,-0.327217,-0.0026497,-0.327228
33320000,nan,nan,-0.818672,0.00547102,0.0,-9.99985,-0.05471,0.0271094,0.0,0.0,0.0,0.0,0.0,0.0,-0.449983,-0.00396917,-0.450001
33420000,nan,nan,nan,0.00547102,0.0,-9.99985,-0.05471,0.115555,0.0,0.0,0.0,0.0,0.0,0.0,-0.436692,-0.00406919,-0.436711
33516000,nan,nan,nan,0.00547102,0.0,-9.99985,-0.05471,0.151111,0.0,0.0,0.0,0.0,0.0,0.0,-0.339055,-0.003032,-0.473799
33612000,nan,nan,nan,0.00547102,0.0,-9.99985,-0.05471,0.0111111,0.0,0.0,0.0,0.0,0.0,0.0,-0.224304,-0.00185663,-0.611135
33708000,nan,nan,nan,0.005926,0.0969627,-9.99982,-0.0592596,-0.48,0.0,0.0,0.0,0.0,0.0,0.0,-0.130702,-0.00312834,-0.835789
33824000,nan,nan,nan,0.00852285,0.15514,-9.99964,-0.0852275,-1.5,0.0,0.0,0.0,0.0,0.0,0.0,-0.0374437,-0.00637301,-0.980203
33920000,nan,nan,nan,0.0148514,0.217197,-9.9989,-0.148508,-1.5,0.0,0.0,0.0,0.0,0.0,0.0,-0.0555196,-0.0171567,-0.590204
34020000,nan,nan,nan,0.0259203,0.217197,-9.99664,-0.259174,-1.5,0.0,0.0,0.0,0.0,0.0,0.0,-0.0911774,-0.0342368,-0.501785
34116000,nan,nan,nan,0.0390473,0.217197,-9.99238,-0.390374,-1.5,0.0,0.0,0.0,0.0,0.0,0.0,-0.093722,-0.0504628,-0.500199
34212000,nan,nan,nan,0.0548008,0.15514,-9.98499,-0.547734,-1.5,0.0,0.0,0.0,0.0,0.0,0.0,-0.0805709,-0.0648664,-0.507263
34308000,nan,nan,nan,0.0725553,0.15514,-9.97369,-0.724916,-1.5,0.0,0.0,0.0,0.0,0.0,0.0,-0.0626135,-0.076546,-0.513816
34424000,nan,nan,nan,0.0944866,0.15514,-9.95539,-0.943461,-1.5,0.0,0.0,0.0,0.0,0.0,0.0,-0.0497014,-0.0894837,-0.515853
34520000,nan,nan,nan,0.10808,-0.0,-9.94165,-1.07869,-1.02,0.0,0.0,0.0,0.0,0.0,0.0,-0.0426591,-0.0866635,-0.237704
34620000,nan,nan,-1.86294,0.10808,0.0,-9.94165,-1.07869,-0.656484,0.0,0.0,0.0,0.0,0.0,0.0,-0.0582329,-0.0808317,-0.379597
34716000,nan,nan,-1.86294,0.10808,0.0,-9.94165,-1.07869,0.125529,0.0,0.0,0.0,0.0,0.0,0.0,-0.0459339,-0.0443087,-0.168943
34812000,nan,nan,nan,0.10808,0.0,-9.94165,-1.07869,0.0288889,0.0,0.0,0.0,0.0,0.0,0.0,-0.0240623,-0.00114954,-0.488777
34908000,nan,nan,nan,0.10808,0.0,-9.94165,-1.07869,0.0288889,0.0,0.0,0.0,0.0,0.0,0.0,-0.00575894,0.0323689,-0.511538
35024000,nan,nan,nan,0.10808,0.0,-9.94165,-1.07869,0.0466666,0.0,0.0,0.0,0.0,0.0,0.0,-0.0174122,0.0204123,-0.492802
35120000,nan,nan,nan,0.10808,0.0,-9.94165,-1.07869,0.0466666,0.0,0.0,0.0,0.0,0.0,0.0,-0.0275686,0.00472025,-0.492201
35220000,nan,nan,nan,0.10808,0.0,-9.94165,-1.07869,0.0466666,0.0,0.0,0.0,0.0,0.0,0.0,-0.035938,-0.0062615,-0.492398
35316000,nan,nan,nan,0.10808,0.0,-9.94165,-1.07869,0.0466666,0.0,0.0,0.0,0.0,0.0,0.0,-0.0388589,-0.00831953,-0.492238
35412000,nan,nan,nan,0.10808,0.0,-9.94165,-1.07869,0.0466666,0.0,0.0,0.0,0.0,0.0,0.0,-0.0397589,-0.00474687,-0.492698
35508000,nan,nan,nan,0.10808,0.0,-9.94165,-1.07869,0.0466666,0.0,0.0,0.0,0.0,0.0,0.0,-0.0388087,-0.00224937,-0.493754
35624000,nan,nan,nan,0.10808,0.0,-9.94165,-1.07869,0.0466666,0.0,0.0,0.0,0.0,0.0,0.0,-0.0388222,-0.000735402,-0.493729
35720000,nan,nan,nan,0.10808,0.0,-9.94165,-1.07869,0.0466666,0.0,0.0,0.0,0.0,0.0,0.0,-0.0385591,-2.20491e-06,-0.493452
35820000,nan,nan,nan,0.10808,0.0,-9.94165,-1.07869,0.0466666,0.0,0.0,0.0,0.0,0.0,0.0,-0.0380465,0.00127755,-0.494552
35916000,nan,nan,nan,0.10808,0.0,-9.94165,-1.07869,0.0466666,0.0,0.0,0.0,0.0,0.0,0.0,-0.036301,0.00223214,-0.493646
36012000,nan,nan,nan,0.10808,0.0,-9.94165,-1.07869,0.0466666,0.0,0.0,0.0,0.0,0.0,0.0,-0.0343037,0.00365712,-0.493575
36108000,nan,nan,nan,0.10808,0.0,-9.94165,-1.07869,0.0466666,0.0,0.0,0.0,0.0,0.0,0.0,-0.0339793,0.00436463,-0.492697
36224000,nan,nan,nan,0.10808,0.0,-9.94165,-1.07869,0.0466666,0.0,0.0,0.0,0.0,0.0,0.0,-0.0369635,0.00410226,-0.491922
36320000,nan,nan,nan,0.10808,0.0,-9.94165,-1.07869,0.0466666,0.0,0.0,0.0,0.0,0.0,0.0,-0.0402474,0.00411234,-0.49147
36420000,nan,nan,nan,0.10808,0.0,-9.94165,-1.07869,0.0466666,0.0,0.0,0.0,0.0,0.0,0.0,-0.0412384,0.00559824,-0.491154
36516000,nan,nan,nan,0.10808,0.0,-9.94165,-1.07869,0.0466666,0.0,0.0,0.0,0.0,0.0,0.0,-0.0432095,0.00484785,-0.489882
36612000,nan,nan,nan,0.10808,0.0,-9.94165,-1.07869,0.0466666,0.0,0.0,0.0,0.0,0.0,0.0,-0.0445523,0.00450578,-0.491049
36708000,nan,nan,nan,0.10808,0.0,-9.94165,-1.07869,0.0466666,0.0,0.0,0.0,0.0,0.0,0.0,-0.0432795,0.00562322,-0.491511
36824000,nan,nan,nan,0.10808,0.0,-9.94165,-1.07869,0.0466666,0.0,0.0,0.0,0.0,0.0,0.0,-0.0431101,0.00503915,-0.491338
36920000,nan,nan,nan,0.10808,0.0,-9.94165,-1.07869,0.0466666,0.0,0.0,0.0,0.0,0.0,0.0,-0.0432747,0.00462681,-0.491217
37020000,nan,nan,nan,0.10808,0.0,-9.94165,-1.07869,0.0466666,0.0,0.0,0.0,0.0,0.0,0.0,-0.0432936,0.00370801,-0.49163
37116000,nan,nan,nan,0.10808,0.0,-9.94165,-1.07869,0.0466666,0.0,0.0,0.0,0.0,0.0,0.0,-0.0417266,0.00374591,-0.491055
37212000,nan,nan,nan,0.10808,0.0,-9.94165,-1.07869,0.0466666,0.0,0.0,0.0,0.0,0.0,0.0,-0.0429069,0.00395791,-0.490887
37308000,nan,nan,nan,0.10808,0.0,-9.94165,-1.07869,0.0466666,0.0,0.0,0.0,0.0,0.0,0.0,-0.0440538,0.00277268,-0.490634
37424000,nan,nan,nan,0.10808,0.0,-9.94165,-1.07869,0.0466666,0.0,0.0,0.0,0.0,0.0,0.0,-0.0442144,0.00212705,-0.490306
37520000,nan,nan,nan,0.10808,0.0,-9.94165,-1.07869,0.0466666,0.0,0.0,0.0,0.0,0.0,0.0,-0.0445593,0.00280817,-0.490401
37620000,nan,nan,nan,0.10808,0.0,-9.94165,-1.07869,0.0466666,0.0,0.0,0.0,0.0,0.0,0.0,-0.0477936,0.00199664,-0.490133
37716000,nan,nan,nan,0.10808,0.0,-9.94165,-1.07869,0.0466666,0.0,0.0,0.0,0.0,0.0,0.0,-0.0502036,0.00126777,-0.490503
37812000,nan,nan,nan,0.10808,0.0,-9.94165,-1.07869,0.0466666,0.0,0.0,0.0,0.0,0.0,0.0,-0.0520902,0.000305067,-0.490632
37908000,nan,nan,nan,0.10808,0.0,-9.94165,-1.07869,0.0466666,0.0,0.0,0.0,0.0,0.0,0.0,-0.0520685,0.000300749,-0.492001
38024000,nan,nan,nan,0.10808,0.0,-9.94165,-1.07869,0.0466666,0.0,0.0,0.0,0.0,0.0,0.0,-0.0509087,0.00168118,-0.491131
38120000,nan,nan,nan,0.10808,0.0,-9.94165,-1.07869,0.0466666,0.0,0.0,0.0,0.0,0.0,0.0,-0.049592,0.00216275,-0.49091
38220000,nan,nan,nan,0.10808,0.0,-9.94165,-1.07869,0.0466666,0.0,0.0,0.0,0.0,0.0,0.0,-0.0501179,0.00136253,-0.495252
38316000,nan,nan,nan,0.10808,0.0,-9.94165,-1.07869,0.0466666,0.0,0.0,0.0,0.0,0.0,0.0,-0.0496713,0.000813117,-0.498566
38412000,nan,nan,nan,0.10808,0.0,-9.94165,-1.07869,0.0466666,0.0,0.0,0.0,0.0,0.0,0.0,-0.0470684,0.00146809,-0.497901
38508000,nan,nan,nan,0.10808,0.0,-9.94165,-1.07869,0.0466666,0.0,0.0,0.0,0.0,0.0,0.0,-0.0465023,0.00164739,-0.498272
38624000,nan,nan,nan,0.10808,0.0,-9.94165,-1.07869,0.0466666,0.0,0.0,0.0,0.0,0.0,0.0,-0.0470768,0.00155589,-0.495837
38720000,nan,nan,nan,0.10808,0.0,-9.94165,-1.07869,0.0466666,0.0,0.0,0.0,0.0,0.0,0.0,-0.0491304,0.000660697,-0.495313
38820000,nan,nan,nan,0.10808,0.0,-9.94165,-1.07869,0.0466666,0.0,0.0,0.0,0.0,0.0,0.0,-0.0525655,-0.000818568,-0.494381
38916000,nan,nan,nan,0.10808,0.0,-9.94165,-1.07869,0.0466666,0.0,0.0,0.0,0.0,0.0,0.0,-0.0551811,-0.00238548,-0.492518
39012000,nan,nan,nan,0.10808,0.0,-9.94165,-1.07869,0.0466666,0.0,0.0,0.0,0.0,0.0,0.0,-0.0565546,-0.00340801,-0.491467
39108000,nan,nan,nan,0.10808,0.0,-9.94165,-1.07869,0.0466666,0.0,0.0,0.0,0.0,0.0,0.0,-0.0556964,-0.00319095,-0.491685
39224000,nan,nan,nan,0.10808,0.0,-9.94165,-1.07869,0.0466666,0.0,0.0,0.0,0.0,0.0,0.0,-0.0526653,-0.00345731,-0.490361
39320000,nan,nan,nan,0.10808,0.0,-9.94165,-1.07869,0.0288889,0.0,0.0,0.0,0.0,0.0,0.0,-0.0503056,-0.00315657,-0.498889
39420000,nan,nan,-1.65093,0.10808,-0.0,-9.94165,-1.07869,0.000267267,0.0,0.0,0.0,0.0,0.0,0.0,-0.0509094,-0.00271799,-0.509704
39516000,nan,nan,nan,0.10808,-0.0,-9.94165,-1.07869,-0.186667,0.0,0.0,0.0,0.0,0.0,0.0,-0.0522233,-0.00363748,-0.604438
39612000,nan,nan,nan,0.10808,-0.0,-9.94165,-1.07869,-0.706667,0.0,0.0,0.0,0.0,0.0,0.0,-0.0439732,-0.00421323,-0.730629
39708000,nan,nan,nan,0.10808,-0.0,-9.94165,-1.07869,-0.76,0.0,0.0,0.0,0.0,0.0,0.0,-0.0445659,-0.00441634,-0.547533
39824000,nan,nan,nan,0.10808,-0.0,-9.94165,-1.07869,-0.76,0.0,0.0,0.0,0.0,0.0,0.0,-0.0536909,-0.00507636,-0.495493
39920000,nan,nan,nan,0.10808,-0.0,-9.94165,-1.07869,-0.76,0.0,0.0,0.0,0.0,0.0,0.0,-0.053881,-0.00394701,-0.493932
40020000,nan,nan,nan,0.10808,-0.0,-9.94165,-1.07869,-0.913334,0.0,0.0,0.0,0.0,0.0,0.0,-0.0505601,-0.00231881,-0.586099
40116000,nan,nan,nan,0.10808,-0.0,-9.94165,-1.07869,-0.913334,0.0,0.0,0.0,0.0,0.0,0.0,-0.0484595,-0.00332274,-0.516559
40212000,nan,nan,nan,0.10808,-0.0,-9.94165,-1.07869,-0.913334,0.0,0.0,0.0,0.0,0.0,0.0,-0.0523507,-0.00392189,-0.494787
40308000,nan,nan,nan,0.10808,-0.0,-9.94165,-1.07869,-0.913334,0.0,0.0,0.0,0.0,0.0,0.0,-0.0559963,-0.00439211,-0.492611
40424000,nan,nan,nan,0.10808,-0.0,-9.94165,-1.07869,-0.913334,0.0,0.0,0.0,0.0,0.0,0.0,-0.0570666,-0.00484816,-0.492497
40520000,nan,nan,nan,0.10808,-0.0,-9.94165,-1.07869,-0.913334,0.0,0.0,0.0,0.0,0.0,0.0,-0.0573285,-0.00511324,-0.493155
40620000,nan,nan,nan,0.10808,-0.0,-9.94165,-1.07869,-0.913334,0.0,0.0,0.0,0.0,0.0,0.0,-0.0575869,-0.00516162,-0.493573
40716000,nan,nan,nan,0.10808,-0.0,-9.94165,-1.07869,-0.52,0.0,0.0,0.0,0.0,0.0,0.0,-0.0600104,-0.00702989,-0.277445
40812000,nan,nan,-2.71594,0.10808,0.0,-9.94165,-1.07869,-0.0419602,0.0,0.0,0.0,0.0,0.0,0.0,-0.0704145,-0.00847093,-0.232489
40908000,nan,nan,-2.71594,0.10808,0.0,-9.94165,-1.07869,0.0399036,0.0,0.0,0.0,0.0,0.0,0.0,-0.0644114,-0.00676517,-0.414664
41024000,nan,nan,-2.71594,0.10808,0.0,-9.94165,-1.07869,0.0548213,0.0,0.0,0.0,0.0,0.0,0.0,-0.0416703,-0.00363885,-0.481528
41120000,nan,nan,-2.71594,0.10808,0.0,-9.94165,-1.07869,0.0660706,0.0,0.0,0.0,0.0,0.0,0.0,-0.0391464,-0.003748,-0.484337
41220000,nan,nan,-2.71594,0.10808,0.0,-9.94165,-1.07869,0.0775611,0.0,0.0,0.0,0.0,0.0,0.0,-0.0441583,-0.00465788,-0.4822
41316000,nan,nan,-2.71594,0.10808,0.0,-9.94165,-1.07869,0.0860665,0.0,0.0,0.0,0.0,0.0,0.0,-0.0482946,-0.0043137,-0.481568
41412000,nan,nan,-2.71594,0.10808,0.0,-9.94165,-1.07869,0.0923798,0.0,0.0,0.0,0.0,0.0,0.0,-0.0530359,-0.00525626,-0.483267
41508000,nan,nan,-2.71594,0.10808,0.0,-9.94165,-1.07869,0.096832,0.0,0.0,0.0,0.0,0.0,0.0,-0.0561506,-0.00582977,-0.483539
41604000,nan,nan,-2.71594,0.10808,0.0,-9.94165,-1.07869,0.0988734,0.0,0.0,0.0,0.0,0.0,0.0,-0.0569139,-0.00529031,-0.485598
41720000,nan,nan,-2.71594,0.10808,0.0,-9.94165,-1.07869,0.0983112,0.0,0.0,0.0,0.0,0.0,0.0,-0.057218,-0.00558711,-0.488534
41820000,nan,nan,-2.71594,0.10808,0.0,-9.94165,-1.07869,0.0972316,0.0,0.0,0.0,0.0,0.0,0.0,-0.0583394,-0.00578141,-0.487787
41916000,nan,nan,-2.71594,0.10808,0.0,-9.94165,-1.07869,0.0954788,0.0,0.0,0.0,0.0,0.0,0.0,-0.0589645,-0.00656846,-0.488167
42012000,nan,nan,-2.71594,0.10808,0.0,-9.94165,-1.07869,0.0939357,0.0,0.0,0.0,0.0,0.0,0.0,-0.0597353,-0.00768691,-0.489246
42108000,nan,nan,-2.71594,0.10808,0.0,-9.94165,-1.07869,0.0917509,0.0,0.0,0.0,0.0,0.0,0.0,-0.0583081,-0.00612943,-0.490369
42224000,nan,nan,-2.71594,0.10808,0.0,-9.94165,-1.07869,0.0880804,0.0,0.0,0.0,0.0,0.0,0.0,-0.0558498,-0.00513568,-0.48995
42320000,nan,nan,-2.71594,0.10808,0.0,-9.94165,-1.07869,0.0847466,0.0,0.0,0.0,0.0,0.0,0.0,-0.0536477,-0.00376402,-0.490136
42420000,nan,nan,-2.71594,0.10808,0.0,-9.94165,-1.07869,0.0817814,0.0,0.0,0.0,0.0,0.0,0.0,-0.0534095,-0.00433059,-0.490404
42516000,nan,nan,-2.71594,0.10808,0.0,-9.94165,-1.07869,0.0794492,0.0,0.0,0.0,0.0,0.0,0.0,-0.0539098,-0.00462425,-0.490246
42612000,nan,nan,-2.71594,0.10808,0.0,-9.94165,-1.07869,0.0764222,0.0,0.0,0.0,0.0,0.0,0.0,-0.0552423,-0.00513759,-0.490709
42708000,nan,nan,-2.71594,0.10808,0.0,-9.94165,-1.07869,0.0727997,0.0,0.0,0.0,0.0,0.0,0.0,-0.0549043,-0.00477189,-0.490103
42824000,nan,nan,-2.71594,0.10808,0.0,-9.94165,-1.07869,0.0680993,0.0,0.0,0.0,0.0,0.0,0.0,-0.0549414,-0.00427276,-0.490069
42920000,nan,nan,-2.71594,0.10808,0.0,-9.94165,-1.07869,0.0636876,0.0,0.0,0.0,0.0,0.0,0.0,-0.0536889,-0.00290859,-0.491485
43020000,nan,nan,-2.71594,0.10808,0.0,-9.94165,-1.07869,0.0575962,0.0,0.0,0.0,0.0,0.0,0.0,-0.0529833,-0.00246274,-0.493296
43116000,nan,nan,-2.71594,0.10808,0.0,-9.94165,-1.07869,0.0524554,0.0,0.0,0.0,0.0,0.0,0.0,-0.052508,-0.00246099,-0.492123
43212000,nan,nan,-2.71594,0.10808,0.0,-9.94165,-1.07869,0.0477355,0.0,0.0,0.0,0.0,0.0,0.0,-0.0522396,-0.00269043,-0.492032
43308000,nan,nan,-2.71594,0.10808,0.0,-9.94165,-1.07869,0.0434282,0.0,0.0,0.0,0.0,0.0,0.0,-0.0525978,-0.00347294,-0.491327
43404000,nan,nan,-2.71594,0.10808,0.0,-9.94165,-1.07869,0.0392506,0.0,0.0,0.0,0.0,0.0,0.0,-0.0536512,-0.00451168,-0.491584
43520000,nan,nan,-2.71594,0.10808,0.0,-9.94165,-1.07869,0.0349576,0.0,0.0,0.0,0.0,0.0,0.0,-0.0534507,-0.00455012,-0.491767
43620000,nan,nan,-2.71594,0.10808,0.0,-9.94165,-1.07869,0.0310838,0.0,0.0,0.0,0.0,0.0,0.0,-0.0523433,-0.00332119,-0.491397
43716000,nan,nan,-2.71594,0.10808,0.0,-9.94165,-1.07869,0.0274441,0.0,0.0,0.0,0.0,0.0,0.0,-0.0502201,-0.00269037,-0.492021
43812000,nan,nan,-2.71594,0.10808,0.0,-9.94165,-1.07869,0.0229714,0.0,0.0,0.0,0.0,0.0,0.0,-0.0477963,-0.00135384,-0.492068
43908000,nan,nan,-2.71594,0.10808,0.0,-9.94165,-1.07869,0.0180478,0.0,0.0,0.0,0.0,0.0,0.0,-0.0448306,-0.000570371,-0.49299
44024000,nan,nan,-2.71594,0.10808,0.0,-9.94165,-1.07869,0.0127261,0.0,0.0,0.0,0.0,0.0,0.0,-0.0476987,-0.0025713,-0.493115
44120000,nan,nan,-2.71594,0.10808,0.0,-9.94165,-1.07869,0.00853872,0.0,0.0,0.0,0.0,0.0,0.0,-0.0515944,-0.00437841,-0.492853
44220000,nan,nan,-2.71594,0.10808,0.0,-9.94165,-1.07869,0.00496507,0.0,0.0,0.0,0.0,0.0,0.0,-0.0534055,-0.00454727,-0.492411
44316000,nan,nan,-2.71594,0.10808,0.0,-9.94165,-1.07869,0.000235558,0.0,0.0,0.0,0.0,0.0,0.0,-0.0553842,-0.00500566,-0.493029
44412000,nan,nan,-2.71594,0.10808,0.0,-9.94165,-1.07869,-0.00385976,0.0,0.0,0.0,0.0,0.0,0.0,-0.0573898,-0.00604698,-0.491816
44508000,nan,nan,-2.71594,0.10808,0.0,-9.94165,-1.07869,-0.00906205,0.0,0.0,0.0,0.0,0.0,0.0,-0.0579334,-0.00734725,-0.493024
44604000,nan,nan,-2.71594,0.10808,0.0,-9.94165,-1.07869,-0.0136819,0.0,0.0,0.0,0.0,0.0,0.0,-0.0582094,-0.00678969,-0.492818
44720000,nan,nan,-2.71594,0.10808,0.0,-9.94165,-1.07869,-0.0188553,0.0,0.0,0.0,0.0,0.0,0.0,-0.0574776,-0.00615892,-0.492909
44820000,nan,nan,-2.71594,0.10808,0.0,-9.94165,-1.07869,-0.023783,0.0,0.0,0.0,0.0,0.0,0.0,-0.0560853,-0.00644265,-0.493544
44916000,nan,nan,-2.71594,0.10808,0.0,-9.94165,-1.07869,-0.0284898,0.0,0.0,0.0,0.0,0.0,0.0,-0.0545218,-0.00584819,-0.494384
45012000,nan,nan,-2.71594,0.10808,0.0,-9.94165,-1.07869,-0.0326786,0.0,0.0,0.0,0.0,0.0,0.0,-0.0528587,-0.0052522,-0.493219
45108000,nan,nan,-2.71594,0.10808,0.0,-9.94165,-1.07869,-0.036237,0.0,0.0,0.0,0.0,0.0,0.0,-0.052103,-0.00533549,-0.492821
45204000,nan,nan,-2.71594,0.10808,0.0,-9.94165,-1.07869,-0.0392566,0.0,0.0,0.0,0.0,0.0,0.0,-0.0514725,-0.00504041,-0.492468
45324000,nan,nan,-2.71594,0.10808,0.0,-9.94165,-1.07869,-0.0436606,0.0,0.0,0.0,0.0,0.0,0.0,-0.0531858,-0.00534786,-0.493138
45420000,nan,nan,-2.71594,0.10808,0.0,-9.94165,-1.07869,-0.0470979,0.0,0.0,0.0,0.0,0.0,0.0,-0.0554394,-0.00681553,-0.493549
45516000,nan,nan,-2.71594,0.10808,0.0,-9.94165,-1.07869,-0.0502427,0.0,0.0,0.0,0.0,0.0,0.0,-0.0582551,-0.00781898,-0.493189
45612000,nan,nan,-2.71594,0.10808,0.0,-9.94165,-1.07869,-0.052351,0.0,0.0,0.0,0.0,0.0,0.0,-0.0590302,-0.00729564,-0.492532
45724000,nan,nan,-2.71594,0.10808,0.0,-9.94165,-1.07869,-0.0536084,0.0,0.0,0.0,0.0,0.0,0.0,-0.0583777,-0.00716369,-0.491495
45820000,nan,nan,-2.71594,0.10808,0.0,-9.94165,-1.07869,-0.0544286,0.0,0.0,0.0,0.0,0.0,0.0,-0.0582486,-0.0068933,-0.492362
45920000,nan,nan,-2.71594,0.10808,0.0,-9.94165,-1.07869,-0.0546451,0.0,0.0,0.0,0.0,0.0,0.0,-0.0569598,-0.00668778,-0.491542
46016000,nan,nan,-2.71594,0.10808,0.0,-9.94165,-1.07869,-0.054961,0.0,0.0,0.0,0.0,0.0,0.0,-0.0565115,-0.00729335,-0.492487
46112000,nan,nan,-2.71594,0.10808,0.0,-9.94165,-1.07869,-0.0563037,0.0,0.0,0.0,0.0,0.0,0.0,-0.0561948,-0.00695418,-0.492752
46208000,nan,nan,-2.71594,0.10808,0.0,-9.94165,-1.07869,-0.057405,0.0,0.0,0.0,0.0,0.0,0.0,-0.0566177,-0.00775078,-0.491674
46324000,nan,nan,-2.71594,0.10808,0.0,-9.94165,-1.07869,-0.0580714,0.0,0.0,0.0,0.0,0.0,0.0,-0.0571502,-0.00910803,-0.491895
46420000,nan,nan,-2.71594,0.10808,0.0,-9.94165,-1.07869,-0.058903,0.0,0.0,0.0,0.0,0.0,0.0,-0.0554951,-0.00853974,-0.492522
46520000,nan,nan,-2.71594,0.10808,0.0,-9.94165,-1.07869,-0.0598557,0.0,0.0,0.0,0.0,0.0,0.0,-0.0545354,-0.00780613,-0.493118
46616000,nan,nan,-2.71594,0.10808,0.0,-9.94165,-1.07869,-0.0596535,0.0,0.0,0.0,0.0,0.0,0.0,-0.0553696,-0.00770463,-0.49169
