timestamp,time_utc_usec,lat,lon,alt,alt_ellipsoid,s_variance_m_s,c_variance_rad,eph,epv,hdop,vdop,noise_per_ms,jamming_indicator,vel_m_s,vel_n_m_s,vel_e_m_s,vel_d_m_s,cog_rad,timestamp_time_relative,heading,heading_offset,fix_type,vel_ned_valid,satellites_used
63204000,0,473961104,85453427,497379,0,0.25,0.0,0.3,0.4,0.0,0.0,0,0,0.2,0.19,-0.07,-0.42,11.0713,0,nan,nan,3,0,10
63304000,0,473961106,85453426,497404,0,0.25,0.0,0.3,0.4,0.0,0.0,0,0,0.19,0.18,-0.07,-0.42,11.0539,0,nan,nan,3,0,10
63404000,0,473961106,85453427,497441,0,0.25,0.0,0.3,0.4,0.0,0.0,0,0,0.18,0.16,-0.07,-0.43,11.0015,0,nan,nan,3,0,10
63504000,0,473961107,85453428,497491,0,0.25,0.0,0.3,0.4,0.0,0.0,0,0,0.16,0.14,-0.07,-0.43,10.9666,0,nan,nan,3,0,10
63604000,0,473961111,85453426,497537,0,0.25,0.0,0.3,0.4,0.0,0.0,0,0,0.14,0.11,-0.09,-0.43,10.7223,0,nan,nan,3,0,10
63704000,0,473961112,85453424,497580,0,0.25,0.0,0.3,0.4,0.0,0.0,0,0,0.15,0.05,-0.13,-0.43,10.286,0,nan,nan,3,0,10
63804000,0,473961111,85453421,497619,0,0.25,0.0,0.3,0.4,0.0,0.0,0,0,0.16,0.01,-0.16,-0.43,9.95437,0,nan,nan,3,0,10
63904000,0,473961111,85453419,497655,0,0.25,0.0,0.3,0.4,0.0,0.0,0,0,0.15,0.0,-0.15,-0.43,9.81474,0,nan,nan,3,0,10
64004000,0,473961109,85453417,497723,0,0.25,0.0,0.3,0.4,0.0,0.0,0,0,0.12,-0.01,-0.12,-0.43,9.77984,0,nan,nan,3,0,10
64104000,0,473961110,85453415,497737,0,0.25,0.0,0.3,0.4,0.0,0.0,0,0,0.07,0.0,-0.07,-0.43,9.8322,0,nan,nan,3,0,10
64204000,0,473961110,85453413,497788,0,0.25,0.0,0.3,0.4,0.0,0.0,0,0,0.01,0.0,-0.01,-0.43,10.3558,0,nan,nan,3,0,10
64304000,0,473961110,85453414,497864,0,0.25,0.0,0.3,0.4,0.0,0.0,0,0,0.04,0.01,0.04,-0.43,1.20424,0,nan,nan,3,0,10
64404000,0,473961109,85453414,497903,0,0.25,0.0,0.3,0.4,0.0,0.0,0,0,0.08,0.01,0.08,-0.43,1.36132,0,nan,nan,3,0,10
64504000,0,473961108,85453417,497936,0,0.25,0.0,0.3,0.4,0.0,0.0,0,0,0.11,0.01,0.11,-0.43,1.46603,0,nan,nan,3,0,10
64604000,0,473961110,85453416,497963,0,0.25,0.0,0.3,0.4,0.0,0.0,0,0,0.13,0.0,0.13,-0.43,1.50094,0,nan,nan,3,0,10
64704000,0,473961112,85453420,498009,0,0.25,0.0,0.3,0.4,0.0,0.0,0,0,0.14,0.0,0.14,-0.43,1.57075,0,nan,nan,3,0,10
64804000,0,473961111,85453422,498049,0,0.25,0.0,0.3,0.4,0.0,0.0,0,0,0.15,-0.01,0.15,-0.3,1.64056,0,nan,nan,3,0,10
64904000,0,473961110,85453426,498067,0,0.25,0.0,0.3,0.4,0.0,0.0,0,0,0.15,-0.02,0.15,0.0,1.71037,0,nan,nan,3,0,10
65004000,0,473961111,85453428,498072,0,0.25,0.0,0.3,0.4,0.0,0.0,0,0,0.15,-0.03,0.15,0.04,1.79764,0,nan,nan,3,0,10
65104000,0,473961111,85453428,498061,0,0.25,0.0,0.3,0.4,0.0,0.0,0,0,0.15,-0.04,0.15,0.04,1.86745,0,nan,nan,3,0,10
65204000,0,473961110,85453430,498048,0,0.25,0.0,0.3,0.4,0.0,0.0,0,0,0.15,-0.05,0.14,0.04,1.91981,0,nan,nan,3,0,10
65304000,0,473961109,85453432,498043,0,0.25,0.0,0.3,0.4,0.0,0.0,0,0,0.15,-0.05,0.13,0.04,1.97216,0,nan,nan,3,0,10
65404000,0,473961110,85453435,498044,0,0.25,0.0,0.3,0.4,0.0,0.0,0,0,0.14,-0.06,0.13,0.04,2.00707,0,nan,nan,3,0,10
65504000,0,473961108,85453436,498035,0,0.25,0.0,0.3,0.4,0.0,0.0,0,0,0.14,-0.06,0.13,0.04,2.04198,0,nan,nan,3,0,10
65604000,0,473961106,85453438,498045,0,0.25,0.0,0.3,0.4,0.0,0.0,0,0,0.14,-0.07,0.12,0.03,2.05943,0,nan,nan,3,0,10
65704000,0,473961106,85453441,498044,0,0.25,0.0,0.3,0.4,0.0,0.0,0,0,0.14,-0.07,0.12,0.03,2.07688,0,nan,nan,3,0,10
65804000,0,473961103,85453443,498032,0,0.25,0.0,0.3,0.4,0.0,0.0,0,0,0.14,-0.07,0.12,0.03,2.09433,0,nan,nan,3,0,10
65904000,0,473961103,85453444,498018,0,0.25,0.0,0.3,0.4,0.0,0.0,0,0,0.14,-0.07,0.12,0.02,2.09433,0,nan,nan,3,0,10
66004000,0,473961103,85453447,498032,0,0.25,0.0,0.3,0.4,0.0,0.0,0,0,0.13,-0.06,0.12,0.02,2.07688,0,nan,nan,3,0,10
66104000,0,473961102,85453447,498027,0,0.25,0.0,0.3,0.4,0.0,0.0,0,0,0.13,-0.06,0.11,0.02,2.07688,0,nan,nan,3,0,10
66204000,0,473961102,85453448,498019,0,0.25,0.0,0.3,0.4,0.0,0.0,0,0,0.12,-0.06,0.11,0.01,2.04198,0,nan,nan,3,0,10
66304000,0,473961103,85453448,498015,0,0.25,0.0,0.3,0.4,0.0,0.0,0,0,0.12,-0.05,0.11,0.01,2.02452,0,nan,nan,3,0,10
66404000,0,473961103,85453449,498018,0,0.25,0.0,0.3,0.4,0.0,0.0,0,0,0.11,-0.04,0.1,0.0,1.97216,0,nan,nan,3,0,10
66504000,0,473961102,85453449,498011,0,0.25,0.0,0.3,0.4,0.0,0.0,0,0,0.1,-0.03,0.1,0.0,1.93726,0,nan,nan,3,0,10
66604000,0,473961101,85453451,498014,0,0.25,0.0,0.3,0.4,0.0,0.0,0,0,0.1,-0.03,0.09,0.0,1.86745,0,nan,nan,3,0,10
66704000,0,473961100,85453453,498021,0,0.25,0.0,0.3,0.4,0.0,0.0,0,0,0.09,-0.02,0.09,-0.01,1.79764,0,nan,nan,3,0,10
66804000,0,473961101,85453455,498037,0,0.25,0.0,0.3,0.4,0.0,0.0,0,0,0.08,-0.01,0.08,-0.01,1.71037,0,nan,nan,3,0,10
66904000,0,473961101,85453458,498027,0,0.25,0.0,0.3,0.4,0.0,0.0,0,0,0.07,0.0,0.07,-0.01,1.60566,0,nan,nan,3,0,10
67004000,0,473961101,85453460,498050,0,0.25,0.0,0.3,0.4,0.0,0.0,0,0,0.07,0.0,0.07,-0.02,1.50094,0,nan,nan,3,0,10
67104000,0,473961102,85453461,498045,0,0.25,0.0,0.3,0.4,0.0,0.0,0,0,0.06,0.01,0.06,-0.02,1.36132,0,nan,nan,3,0,10
67204000,0,473961102,85453457,498037,0,0.25,0.0,0.3,0.4,0.0,0.0,0,0,0.05,0.02,0.05,-0.02,1.20424,0,nan,nan,3,0,10
67304000,0,473961102,85453457,498030,0,0.25,0.0,0.3,0.4,0.0,0.0,0,0,0.05,0.02,0.05,-0.02,1.11698,0,nan,nan,3,0,10
67404000,0,473961103,85453460,498038,0,0.25,0.0,0.3,0.4,0.0,0.0,0,0,0.05,0.03,0.04,-0.02,0.924997,0,nan,nan,3,0,10
67504000,0,473961102,85453459,498034,0,0.25,0.0,0.3,0.4,0.0,0.0,0,0,0.05,0.04,0.03,-0.02,0.715564,0,nan,nan,3,0,10
67604000,0,473961103,85453462,498044,0,0.25,0.0,0.3,0.4,0.0,0.0,0,0,0.05,0.04,0.02,-0.02,0.541036,0,nan,nan,3,0,10
67704000,0,473961103,85453464,498047,0,0.25,0.0,0.3,0.4,0.0,0.0,0,0,0.05,0.05,0.02,-0.03,0.383961,0,nan,nan,3,0,10
67804000,0,473961105,85453462,498030,0,0.25,0.0,0.3,0.4,0.0,0.0,0,0,0.06,0.06,0.01,-0.03,0.261792,0,nan,nan,3,0,10
67904000,0,473961105,85453463,498056,0,0.25,0.0,0.3,0.4,0.0,0.0,0,0,0.06,0.06,0.01,-0.03,0.174528,0,nan,nan,3,0,10
68004000,0,473961104,85453461,498048,0,0.25,0.0,0.3,0.4,0.0,0.0,0,0,0.06,0.06,0.0,-0.03,0.104717,0,nan,nan,3,0,10
68104000,0,473961105,85453460,498048,0,0.25,0.0,0.3,0.4,0.0,0.0,0,0,0.07,0.07,0.0,-0.03,0.0698111,0,nan,nan,3,0,10
68204000,0,473961106,85453461,498059,0,0.25,0.0,0.3,0.4,0.0,0.0,0,0,0.14,0.14,-0.01,-0.05,11.368,0,nan,nan,3,0,10
68304000,0,473961107,85453462,498071,0,0.25,0.0,0.3,0.4,0.0,0.0,0,0,0.35,0.34,-0.07,-0.07,11.2459,0,nan,nan,3,0,10
68404000,0,473961113,85453460,498068,0,0.25,0.0,0.3,0.4,0.0,0.0,0,0,0.68,0.66,-0.17,-0.06,11.1935,0,nan,nan,3,0,10
68504000,0,473961116,85453458,498086,0,0.25,0.0,0.3,0.4,0.0,0.0,0,0,0.89,0.86,-0.24,-0.06,11.1761,0,nan,nan,3,0,10
68604000,0,473961126,85453454,498094,0,0.25,0.0,0.3,0.4,0.0,0.0,0,0,1.36,1.3,-0.39,-0.03,11.1586,0,nan,nan,3,0,10
68704000,0,473961139,85453449,498083,0,0.25,0.0,0.3,0.4,0.0,0.0,0,0,1.8,1.72,-0.53,0.02,11.1412,0,nan,nan,3,0,10
68804000,0,473961157,85453441,498078,0,0.25,0.0,0.3,0.4,0.0,0.0,0,0,2.09,1.99,-0.63,0.0,11.1412,0,nan,nan,3,0,10
68904000,0,473961178,85453432,498084,0,0.25,0.0,0.3,0.4,0.0,0.0,0,0,2.13,2.03,-0.64,-0.04,11.1412,0,nan,nan,3,0,10
69004000,0,473961197,85453422,498085,0,0.25,0.0,0.3,0.4,0.0,0.0,0,0,1.99,1.9,-0.59,-0.04,11.1412,0,nan,nan,3,0,10
69104000,0,473961213,85453413,498083,0,0.25,0.0,0.3,0.4,0.0,0.0,0,0,1.76,1.68,-0.51,-0.02,11.1412,0,nan,nan,3,0,10
69204000,0,473961228,85453409,498084,0,0.25,0.0,0.3,0.4,0.0,0.0,0,0,1.48,1.42,-0.42,-0.01,11.1586,0,nan,nan,3,0,10
69304000,0,473961239,85453404,498094,0,0.25,0.0,0.3,0.4,0.0,0.0,0,0,1.18,1.14,-0.32,-0.01,11.1586,0,nan,nan,3,0,10
69404000,0,473961247,85453401,498108,0,0.25,0.0,0.3,0.4,0.0,0.0,0,0,0.89,0.86,-0.23,0.0,11.1761,0,nan,nan,3,0,10
69504000,0,473961255,85453396,498087,0,0.25,0.0,0.3,0.4,0.0,0.0,0,0,0.62,0.6,-0.14,0.0,11.211,0,nan,nan,3,0,10
69604000,0,473961261,85453397,498100,0,0.25,0.0,0.3,0.4,0.0,0.0,0,0,0.41,0.4,-0.07,0.0,11.2633,0,nan,nan,3,0,10
69704000,0,473961264,85453394,498100,0,0.25,0.0,0.3,0.4,0.0,0.0,0,0,0.25,0.25,-0.02,0.0,11.3331,0,nan,nan,3,0,10
69804000,0,473961266,85453395,498091,0,0.25,0.0,0.3,0.4,0.0,0.0,0,0,0.15,0.15,0.0,0.0,0.0174528,0,nan,nan,3,0,10
69904000,0,473961267,85453393,498099,0,0.25,0.0,0.3,0.4,0.0,0.0,0,0,0.11,0.11,0.01,0.0,0.139622,0,nan,nan,3,0,10
70004000,0,473961267,85453396,498091,0,0.25,0.0,0.3,0.4,0.0,0.0,0,0,0.06,0.05,0.03,0.0,0.558489,0,nan,nan,3,0,10
70104000,0,473961267,85453397,498097,0,0.25,0.0,0.3,0.4,0.0,0.0,0,0,0.04,0.0,0.04,0.0,1.44858,0,nan,nan,3,0,10
70204000,0,473961266,85453394,498101,0,0.25,0.0,0.3,0.4,0.0,0.0,0,0,0.06,-0.03,0.05,0.0,2.14669,0,nan,nan,3,0,10
70304000,0,473961266,85453394,498106,0,0.25,0.0,0.3,0.4,0.0,0.0,0,0,0.08,-0.06,0.05,0.0,2.42594,0,nan,nan,3,0,10
70404000,0,473961265,85453395,498100,0,0.25,0.0,0.3,0.4,0.0,0.0,0,0,0.1,-0.09,0.05,0.0,2.54811,0,nan,nan,3,0,10
70504000,0,473961265,85453396,498115,0,0.25,0.0,0.3,0.4,0.0,0.0,0,0,0.12,-0.1,0.06,0.0,2.63537,0,nan,nan,3,0,10
70604000,0,473961263,85453398,498113,0,0.25,0.0,0.3,0.4,0.0,0.0,0,0,0.13,-0.12,0.06,0.0,2.67028,0,nan,nan,3,0,10
70704000,0,473961263,85453400,498112,0,0.25,0.0,0.3,0.4,0.0,0.0,0,0,0.14,-0.13,0.06,0.0,2.70518,0,nan,nan,3,0,10
70804000,0,473961260,85453400,498112,0,0.25,0.0,0.3,0.4,0.0,0.0,0,0,0.15,-0.14,0.05,0.0,2.74009,0,nan,nan,3,0,10
70904000,0,473961258,85453401,498103,0,0.25,0.0,0.3,0.4,0.0,0.0,0,0,0.16,-0.15,0.05,0.0,2.75754,0,nan,nan,3,0,10
71004000,0,473961258,85453402,498091,0,0.25,0.0,0.3,0.4,0.0,0.0,0,0,0.16,-0.15,0.05,-0.01,2.77499,0,nan,nan,3,0,10
71104000,0,473961257,85453402,498104,0,0.25,0.0,0.3,0.4,0.0,0.0,0,0,0.16,-0.15,0.05,-0.01,2.79244,0,nan,nan,3,0,10
71204000,0,473961256,85453401,498104,0,0.25,0.0,0.3,0.4,0.0,0.0,0,0,0.16,-0.15,0.05,-0.01,2.79244,0,nan,nan,3,0,10
71304000,0,473961255,85453406,498101,0,0.25,0.0,0.3,0.4,0.0,0.0,0,0,0.16,-0.15,0.05,-0.01,2.8099,0,nan,nan,3,0,10
71404000,0,473961254,85453404,498111,0,0.25,0.0,0.3,0.4,0.0,0.0,0,0,0.15,-0.14,0.04,-0.01,2.8099,0,nan,nan,3,0,10
71504000,0,473961253,85453407,498116,0,0.25,0.0,0.3,0.4,0.0,0.0,0,0,0.15,-0.14,0.04,-0.01,2.82735,0,nan,nan,3,0,10
71604000,0,473961251,85453408,498098,0,0.25,0.0,0.3,0.4,0.0,0.0,0,0,0.14,-0.13,0.03,-0.01,2.8448,0,nan,nan,3,0,10
71704000,0,473961250,85453407,498097,0,0.25,0.0,0.3,0.4,0.0,0.0,0,0,0.13,-0.13,0.03,-0.01,2.86226,0,nan,nan,3,0,10
71804000,0,473961251,85453406,498092,0,0.25,0.0,0.3,0.4,0.0,0.0,0,0,0.13,-0.12,0.03,-0.01,2.87971,0,nan,nan,3,0,10
71904000,0,473961249,85453406,498087,0,0.25,0.0,0.3,0.4,0.0,0.0,0,0,0.12,-0.12,0.02,-0.01,2.89716,0,nan,nan,3,0,10
72004000,0,473961248,85453407,498110,0,0.25,0.0,0.3,0.4,0.0,0.0,0,0,0.11,-0.11,0.02,-0.01,2.89716,0,nan,nan,3,0,10
72104000,0,473961245,85453407,498117,0,0.25,0.0,0.3,0.4,0.0,0.0,0,0,0.11,-0.1,0.02,-0.01,2.91461,0,nan,nan,3,0,10
72204000,0,473961245,85453407,498113,0,0.25,0.0,0.3,0.4,0.0,0.0,0,0,0.1,-0.1,0.01,-0.01,2.94952,0,nan,nan,3,0,10
72304000,0,473961243,85453408,498117,0,0.25,0.0,0.3,0.4,0.0,0.0,0,0,0.09,-0.09,0.01,-0.01,2.98443,0,nan,nan,3,0,10
72404000,0,473961243,85453407,498120,0,0.25,0.0,0.3,0.4,0.0,0.0,0,0,0.09,-0.09,0.01,-0.01,3.00188,0,nan,nan,3,0,10
72504000,0,473961242,85453409,498112,0,0.25,0.0,0.3,0.4,0.0,0.0,0,0,0.09,-0.09,0.01,-0.01,3.01933,0,nan,nan,3,0,10
72604000,0,473961241,85453408,498108,0,0.25,0.0,0.3,0.4,0.0,0.0,0,0,0.08,-0.08,0.0,-0.01,3.05424,0,nan,nan,3,0,10
72704000,0,473961240,85453409,498132,0,0.25,0.0,0.3,0.4,0.0,0.0,0,0,0.08,-0.08,0.0,-0.01,3.07169,0,nan,nan,3,0,10
72804000,0,473961240,85453409,498127,0,0.25,0.0,0.3,0.4,0.0,0.0,0,0,0.07,-0.07,0.0,-0.01,3.12405,0,nan,nan,3,0,10
72904000,0,473961239,85453411,498130,0,0.25,0.0,0.3,0.4,0.0,0.0,0,0,0.07,-0.07,0.0,-0.01,8.33126,0,nan,nan,3,0,10
73004000,0,473961237,85453411,498141,0,0.25,0.0,0.3,0.4,0.0,0.0,0,0,0.07,-0.07,0.0,-0.01,8.38362,0,nan,nan,3,0,10
73104000,0,473961238,85453410,498127,0,0.25,0.0,0.3,0.4,0.0,0.0,0,0,0.06,-0.06,0.0,-0.01,8.41852,0,nan,nan,3,0,10
73204000,0,473961236,85453409,498133,0,0.25,0.0,0.3,0.4,0.0,0.0,0,0,0.06,-0.06,0.0,-0.01,8.45343,0,nan,nan,3,0,10
73304000,0,473961237,85453410,498131,0,0.25,0.0,0.3,0.4,0.0,0.0,0,0,0.05,-0.05,-0.01,-0.01,8.50579,0,nan,nan,3,0,10
73404000,0,473961237,85453411,498145,0,0.25,0.0,0.3,0.4,0.0,0.0,0,0,0.05,-0.05,-0.01,0.0,8.55814,0,nan,nan,3,0,10
73504000,0,473961237,85453409,498139,0,0.25,0.0,0.3,0.4,0.0,0.0,0,0,0.04,-0.04,-0.01,0.0,8.62796,0,nan,nan,3,0,10
73604000,0,473961236,85453409,498149,0,0.25,0.0,0.3,0.4,0.0,0.0,0,0,0.04,-0.04,-0.01,0.0,8.73267,0,nan,nan,3,0,10
73704000,0,473961235,85453411,498141,0,0.25,0.0,0.3,0.4,0.0,0.0,0,0,0.04,-0.03,-0.01,0.0,8.78503,0,nan,nan,3,0,10
73804000,0,473961235,85453408,498143,0,0.25,0.0,0.3,0.4,0.0,0.0,0,0,0.03,-0.03,-0.02,0.0,8.9072,0,nan,nan,3,0,10
73904000,0,473961234,85453406,498145,0,0.25,0.0,0.3,0.4,0.0,0.0,0,0,0.03,-0.02,-0.02,0.0,9.02937,0,nan,nan,3,0,10
74004000,0,473961233,85453406,498134,0,0.25,0.0,0.3,0.4,0.0,0.0,0,0,0.03,-0.02,-0.02,0.0,9.16899,0,nan,nan,3,0,10
74104000,0,473961235,85453408,498126,0,0.25,0.0,0.3,0.4,0.0,0.0,0,0,0.03,-0.02,-0.03,0.0,9.29116,0,nan,nan,3,0,10
74204000,0,473961234,85453406,498127,0,0.25,0.0,0.3,0.4,0.0,0.0,0,0,0.03,-0.01,-0.03,0.0,9.39588,0,nan,nan,3,0,10
74304000,0,473961234,85453404,498131,0,0.25,0.0,0.3,0.4,0.0,0.0,0,0,0.04,-0.01,-0.03,0.0,9.48314,0,nan,nan,3,0,10
74404000,0,473961233,85453404,498154,0,0.25,0.0,0.3,0.4,0.0,0.0,0,0,0.04,-0.01,-0.03,0.01,9.55295,0,nan,nan,3,0,10
74504000,0,473961234,85453405,498147,0,0.25,0.0,0.3,0.4,0.0,0.0,0,0,0.04,-0.01,-0.04,0.01,9.62276,0,nan,nan,3,0,10
74604000,0,473961234,85453405,498141,0,0.25,0.0,0.3,0.4,0.0,0.0,0,0,0.04,0.0,-0.04,0.01,9.67512,0,nan,nan,3,0,10
74704000,0,473961233,85453404,498153,0,0.25,0.0,0.3,0.4,0.0,0.0,0,0,0.04,0.0,-0.04,0.01,9.71003,0,nan,nan,3,0,10
74804000,0,473961234,85453405,498156,0,0.25,0.0,0.3,0.4,0.0,0.0,0,0,0.04,0.0,-0.04,0.01,9.74493,0,nan,nan,3,0,10
74904000,0,473961233,85453403,498143,0,0.25,0.0,0.3,0.4,0.0,0.0,0,0,0.04,0.0,-0.04,0.01,9.79729,0,nan,nan,3,0,10
75004000,0,473961233,85453403,498123,0,0.25,0.0,0.3,0.4,0.0,0.0,0,0,0.04,0.0,-0.04,0.01,9.8322,0,nan,nan,3,0,10
75104000,0,473961233,85453403,498109,0,0.25,0.0,0.3,0.4,0.0,0.0,0,0,0.04,0.0,-0.04,0.01,9.84965,0,nan,nan,3,0,10
75204000,0,473961234,85453403,498121,0,0.25,0.0,0.3,0.4,0.0,0.0,0,0,0.04,0.0,-0.04,0.01,9.88456,0,nan,nan,3,0,10
75304000,0,473961234,85453402,498111,0,0.25,0.0,0.3,0.4,0.0,0.0,0,0,0.04,0.0,-0.04,0.01,9.93691,0,nan,nan,3,0,10
75404000,0,473961235,85453401,498096,0,0.25,0.0,0.3,0.4,0.0,0.0,0,0,0.04,0.0,-0.04,0.0,9.95437,0,nan,nan,3,0,10
75504000,0,473961236,85453402,498103,0,0.25,0.0,0.3,0.4,0.0,0.0,0,0,0.04,0.0,-0.04,0.01,9.98927,0,nan,nan,3,0,10
75604000,0,473961235,85453399,498104,0,0.25,0.0,0.3,0.4,0.0,0.0,0,0,0.03,0.0,-0.03,0.01,10.0416,0,nan,nan,3,0,10
75704000,0,473961234,85453399,498107,0,0.25,0.0,0.3,0.4,0.0,0.0,0,0,0.03,0.0,-0.03,0.0,10.0765,0,nan,nan,3,0,10
75804000,0,473961233,85453400,498119,0,0.25,0.0,0.3,0.4,0.0,0.0,0,0,0.03,0.0,-0.03,0.0,10.094,0,nan,nan,3,0,10
75904000,0,473961233,85453398,498129,0,0.25,0.0,0.3,0.4,0.0,0.0,0,0,0.03,0.0,-0.03,0.0,10.1114,0,nan,nan,3,0,10
76004000,0,473961233,85453396,498120,0,0.25,0.0,0.3,0.4,0.0,0.0,0,0,0.03,0.0,-0.03,0.0,10.094,0,nan,nan,3,0,10
76104000,0,473961233,85453396,498110,0,0.25,0.0,0.3,0.4,0.0,0.0,0,0,0.03,0.0,-0.03,0.0,10.0416,0,nan,nan,3,0,10
76204000,0,473961232,85453395,498111,0,0.25,0.0,0.3,0.4,0.0,0.0,0,0,0.03,0.0,-0.03,0.0,9.98927,0,nan,nan,3,0,10
76304000,0,473961233,85453395,498119,0,0.25,0.0,0.3,0.4,0.0,0.0,0,0,0.03,0.0,-0.03,0.0,9.95437,0,nan,nan,3,0,10
76404000,0,473961233,85453396,498108,0,0.25,0.0,0.3,0.4,0.0,0.0,0,0,0.03,0.0,-0.03,0.0,9.91946,0,nan,nan,3,0,10
76504000,0,473961234,85453398,498121,0,0.25,0.0,0.3,0.4,0.0,0.0,0,0,0.02,0.0,-0.02,0.0,9.91946,0,nan,nan,3,0,10
76604000,0,473961235,85453395,498112,0,0.25,0.0,0.3,0.4,0.0,0.0,0,0,0.02,0.0,-0.02,0.0,9.93691,0,nan,nan,3,0,10
76704000,0,473961233,85453395,498109,0,0.25,0.0,0.3,0.4,0.0,0.0,0,0,0.02,0.0,-0.02,0.0,10.0067,0,nan,nan,3,0,10
76804000,0,473961233,85453392,498111,0,0.25,0.0,0.3,0.4,0.0,0.0,0,0,0.01,0.0,-0.01,0.0,10.1289,0,nan,nan,3,0,10
76904000,0,473961233,85453394,498113,0,0.25,0.0,0.3,0.4,0.0,0.0,0,0,0.01,0.0,-0.01,0.0,10.3209,0,nan,nan,3,0,10
77004000,0,473961233,85453395,498122,0,0.25,0.0,0.3,0.4,0.0,0.0,0,0,0.01,0.0,-0.01,0.0,10.5129,0,nan,nan,3,0,10
77104000,0,473961234,85453396,498124,0,0.25,0.0,0.3,0.4,0.0,0.0,0,0,0.01,0.0,0.0,0.0,10.7746,0,nan,nan,3,0,10
77204000,0,473961233,85453395,498113,0,0.25,0.0,0.3,0.4,0.0,0.0,0,0,0.01,0.0,0.0,0.0,11.0364,0,nan,nan,3,0,10
77304000,0,473961233,85453393,498118,0,0.25,0.0,0.3,0.4,0.0,0.0,0,0,0.0,0.0,0.0,0.0,11.2808,0,nan,nan,3,0,10
77404000,0,473961233,85453390,498120,0,0.25,0.0,0.3,0.4,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0698111,0,nan,nan,3,0,10
77504000,0,473961234,85453393,498112,0,0.25,0.0,0.3,0.4,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.226886,0,nan,nan,3,0,10
77604000,0,473961234,85453393,498125,0,0.25,0.0,0.3,0.4,0.0,0.0,0,0,0.01,0.01,0.0,0.0,0.279244,0,nan,nan,3,0,10
77704000,0,473961234,85453394,498110,0,0.25,0.0,0.3,0.4,0.0,0.0,0,0,0.01,0.01,0.0,0.0,0.279244,0,nan,nan,3,0,10
77804000,0,473961235,85453394,498123,0,0.25,0.0,0.3,0.4,0.0,0.0,0,0,0.01,0.01,0.0,0.0,0.209433,0,nan,nan,3,0,10
77904000,0,473961234,85453394,498117,0,0.25,0.0,0.3,0.4,0.0,0.0,0,0,0.01,0.01,0.0,0.0,0.0698111,0,nan,nan,3,0,10
78004000,0,473961234,85453394,498118,0,0.25,0.0,0.3,0.4,0.0,0.0,0,0,0.01,0.01,0.0,0.0,11.2982,0,nan,nan,3,0,10
78104000,0,473961234,85453394,498113,0,0.25,0.0,0.3,0.4,0.0,0.0,0,0,0.01,0.0,-0.01,0.0,10.6001,0,nan,nan,3,0,10
78204000,0,473961234,85453394,498124,0,0.25,0.0,0.3,0.4,0.0,0.0,0,0,0.03,0.0,-0.03,0.0,9.97182,0,nan,nan,3,0,10
78304000,0,473961236,85453395,498105,0,0.25,0.0,0.3,0.4,0.0,0.0,0,0,0.04,0.0,-0.04,0.0,9.91946,0,nan,nan,3,0,10
78404000,0,473961236,85453392,498111,0,0.25,0.0,0.3,0.4,0.0,0.0,0,0,0.01,0.0,-0.01,0.0,10.2336,0,nan,nan,3,0,10
78504000,0,473961235,85453394,498115,0,0.25,0.0,0.3,0.4,0.0,0.0,0,0,0.02,0.01,0.02,0.0,0.977356,0,nan,nan,3,0,10
78604000,0,473961234,85453392,498127,0,0.25,0.0,0.3,0.4,0.0,0.0,0,0,0.05,0.02,0.04,0.0,1.16934,0,nan,nan,3,0,10
78704000,0,473961235,85453392,498111,0,0.25,0.0,0.3,0.4,0.0,0.0,0,0,0.06,0.02,0.05,0.0,1.15188,0,nan,nan,3,0,10
78804000,0,473961234,85453393,498112,0,0.25,0.0,0.3,0.4,0.0,0.0,0,0,0.05,0.02,0.04,0.0,1.06462,0,nan,nan,3,0,10
78904000,0,473961234,85453394,498113,0,0.25,0.0,0.3,0.4,0.0,0.0,0,0,0.04,0.02,0.03,0.0,0.977356,0,nan,nan,3,0,10
79004000,0,473961235,85453395,498102,0,0.25,0.0,0.3,0.4,0.0,0.0,0,0,0.03,0.02,0.02,0.0,0.715564,0,nan,nan,3,0,10
79104000,0,473961236,85453395,498103,0,0.25,0.0,0.3,0.4,0.0,0.0,0,0,0.02,0.02,0.0,0.0,0.104717,0,nan,nan,3,0,10
79204000,0,473961236,85453395,498113,0,0.25,0.0,0.3,0.4,0.0,0.0,0,0,0.02,0.02,-0.01,0.0,10.8619,0,nan,nan,3,0,10
79304000,0,473961238,85453396,498107,0,0.25,0.0,0.3,0.4,0.0,0.0,0,0,0.03,0.01,-0.02,0.0,10.5303,0,nan,nan,3,0,10
79404000,0,473961237,85453395,498111,0,0.25,0.0,0.3,0.4,0.0,0.0,0,0,0.03,0.01,-0.02,0.0,10.4081,0,nan,nan,3,0,10
79504000,0,473961237,85453393,498109,0,0.25,0.0,0.3,0.4,0.0,0.0,0,0,0.03,0.01,-0.03,0.0,10.3907,0,nan,nan,3,0,10
79604000,0,473961237,85453394,498116,0,0.25,0.0,0.3,0.4,0.0,0.0,0,0,0.03,0.01,-0.03,-0.01,10.4081,0,nan,nan,3,0,10
79704000,0,473961237,85453393,498126,0,0.25,0.0,0.3,0.4,0.0,0.0,0,0,0.03,0.01,-0.02,-0.01,10.4256,0,nan,nan,3,0,10
