%timestamp,roll_body,pitch_body,yaw_body,yaw_sp_move_rate,q_d[0],q_d[1],q_d[2],q_d[3],thrust_body[0],thrust_body[1],thrust_body[2],q_d_valid,roll_reset_integral,pitch_reset_integral,yaw_reset_integral,fw_control_yaw,apply_flaps
3552000,0.0,0.610865,-0.0361448,0.0,0.953561,0.00543419,0.300657,-0.017235,0.0,0.0,-0.08,1,0,0,0,0,0
3656000,0.0,0.610865,-0.036244,0.0,0.95356,0.00544909,0.300656,-0.0172823,0.0,0.0,-0.08,1,0,0,0,0,0
3756000,0.0,0.610865,-0.0364065,0.0,0.953559,0.00547353,0.300656,-0.0173598,0.0,0.0,-0.08,1,0,0,0,0,0
3852000,0.0,0.610865,-0.0364299,0.0,0.953559,0.00547703,0.300656,-0.0173709,0.0,0.0,-0.08,1,0,0,0,0,0
3952000,0.0,0.610865,-0.0366459,0.0,0.953557,0.00550951,0.300655,-0.0174739,0.0,0.0,-0.08,1,0,0,0,0,0
4052000,0.0,0.610865,-0.0368094,0.0,0.953555,0.00553408,0.300655,-0.0175519,0.0,0.0,-0.08,1,0,0,0,0,0
4152000,0.0,0.610865,-0.0368696,0.0,0.953555,0.00554314,0.300655,-0.0175806,0.0,0.0,-0.08,1,0,0,0,0,0
4252000,0.0,0.610865,-0.0370687,0.0,0.953553,0.00557307,0.300654,-0.0176755,0.0,0.0,-0.08,1,0,0,0,0,0
4352000,0.0,0.610865,-0.0373669,0.0,0.953551,0.0056179,0.300653,-0.0178177,0.0,0.0,-0.08,1,0,0,0,0,0
4452000,0.0,0.610865,-0.037139,0.0,0.953552,0.00558364,0.300654,-0.017709,0.0,0.0,-0.08,1,0,0,0,0,0
4556000,0.0,0.610865,-0.0372832,0.0,0.953551,0.00560531,0.300654,-0.0177778,0.0,0.0,-0.08,1,0,0,0,0,0
4652000,0.0,0.610865,-0.0374569,0.0,0.95355,0.00563143,0.300653,-0.0178606,0.0,0.0,-0.08,1,0,0,0,0,0
4748000,0.0,0.610865,-0.0374518,0.0,0.95355,0.00563066,0.300653,-0.0178582,0.0,0.0,-0.08,1,0,0,0,0,0
4852000,0.0,0.610865,-0.037604,0.0,0.953548,0.00565354,0.300653,-0.0179307,0.0,0.0,-0.08,1,0,0,0,0,0
4956000,0.0,0.610865,-0.0372619,0.0,0.953551,0.00560211,0.300654,-0.0177676,0.0,0.0,-0.08,1,0,0,0,0,0
5048000,0.0,0.610865,-0.0372984,0.0,0.953551,0.00560759,0.300654,-0.017785,0.0,0.0,-0.08,1,0,0,0,0,0
5148000,0.0,0.610865,-0.0373724,0.0,0.95355,0.00561872,0.300653,-0.0178203,0.0,0.0,-0.08,1,0,0,0,0,0
5252000,0.0,0.610865,-0.0375071,0.0,0.953549,0.00563897,0.300653,-0.0178845,0.0,0.0,-0.08,1,0,0,0,0,0
5352000,0.0,0.610865,-0.0377187,0.0,0.953547,0.00567078,0.300652,-0.0179854,0.0,0.0,-0.08,1,0,0,0,0,0
5448000,0.0,0.610865,-0.0376341,0.0,0.953548,0.00565807,0.300653,-0.0179451,0.0,0.0,-0.08,1,0,0,0,0,0
5552000,0.0,0.610865,-0.0374601,0.0,0.95355,0.0056319,0.300653,-0.0178621,0.0,0.0,-0.08,1,0,0,0,0,0
5652000,0.0,0.610865,-0.0376456,0.0,0.953548,0.0056598,0.300653,-0.0179506,0.0,0.0,-0.08,1,0,0,0,0,0
5752000,0.0,0.610865,-0.0376074,0.0,0.953548,0.00565404,0.300653,-0.0179323,0.0,0.0,-0.08,1,0,0,0,0,0
5848000,0.0,0.610865,-0.0382319,0.0,0.953543,0.00574793,0.300651,-0.0182301,0.0,0.0,-0.08,1,0,0,0,0,0
5948000,0.0,0.610865,-0.0381497,0.0,0.953543,0.00573557,0.300651,-0.0181909,0.0,0.0,-0.08,1,0,0,0,0,0
6056000,0.0,0.610865,-0.0384798,0.0,0.95354,0.0057852,0.30065,-0.0183483,0.0,0.0,-0.08,1,0,0,0,0,0
6152000,0.0,0.610865,-0.038415,0.0,0.953541,0.00577546,0.30065,-0.0183174,0.0,0.0,-0.08,1,0,0,0,0,0
