1301	1400	2847	68	0.36	16.72	6.1
1347	1450	3689	146	0.86	16.69	13.8
1402	1500	4585	239	1.53	16.66	25.1
1459	1550	5400	341	2.42	16.62	39.8
1522	1600	6400	501	3.9	16.53	63.6
1591	1650	7000	605	5.36	16.4	88.5
1661	1700	7800	755	7.27	16.26	119
1702	1750	8222	778	8.4	15.9	131
1778	1800	9300	1120	13.5	16.39	214.4
1932	1945	10700	1400	20.81	16	328.9
